"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2025-12-03","14:30:00",6856.28,"16 Dec 3 6850 P STO 2.15 | 16 Dec 3 6805 P BTO 0.25",176,6849.75,"2025-12-03","15:55:00",130,"Above Delta",656,23.295454545454543,16,1176386.66,69184,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,40,8.6,26,16.01,16.14,-14.08,40.99,82.95,-19.32
"2025-12-03","13:00:00",6852.14,"16 Dec 3 6835 P STO 2.45 | 16 Dec 3 6790 P BTO 0.50",181,6849.72,"2025-12-03","16:00:00",0,"Expired",2856,98.61878453038673,16,1179242.66,69104,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,0,4.9,1,16.15,16.1,-14.08,36.85,100,-7.73
"2025-12-03","11:15:00",6833.71,"11 Dec 3 6860 C STO 2.05 | 11 Dec 3 6860 P STO 28.15 | 11 Dec 3 6890 C BTO 0.15 | 11 Dec 3 6830 P BTO 9.95",2005,6849.72,"2025-12-03","16:00:00",1028,"Expired",10692,48.4788029925187,11,1189934.66,10945,"Mid Day Butterfly [PUTs + CALLs / no Mondays] ",55,0,2.99,98,16.49,16.1,-14.08,18.42,75.81,-6.73
"2025-12-02","14:30:00",6827.41,"16 Dec 2 6815 P STO 2.15 | 16 Dec 2 6770 P BTO 0.20",181,6829.37,"2025-12-02","16:00:00",0,"Expired",2856,98.61878453038673,16,1191905.22,69104,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,0,10.75,1,16.69,16.6,18.33,-3.55,100,-7.73
"2025-12-02","11:30:00",6813.54,"19 Dec 2 6845 C STO 2.85 | 19 Dec 2 6885 C BTO 0.20",255,6836.28,"2025-12-02","12:21:00",602,"Stop Loss",-6688,-138.0392156862745,19,1189049.22,71155,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",47.5,47.5,14.25,37,17.03,16.58,18.33,-17.42,29.41,-150.98
"2025-12-02","10:43:00",6839.46,"8 Dec 2 6820 P BTO 5.75 | 8 Dec 2 6840 C BTO 11.55 | 8 Dec 2 6875 C STO 1.00 | 8 Dec 2 6790 P STO 1.65",-1475,6829.37,"2025-12-02","16:00:00",0,"Expired",-11856.96,-100.48271186440678,8,1180048.26,11800,"OO RIC",56.96,0,0.153,1,16.58,16.6,18.33,8.5,18.64,-100
"2025-12-02","09:35:00",6833.71,"22 Dec 3 6790 P STO 9.00 | 22 Dec 3 6885 C STO 3.45 | 22 Dec 5 6790 P BTO 20.20 | 22 Dec 5 6885 C BTO 13.30",-2110,6856.28,"2025-12-03","14:30:00",-1805,"Exited at Specified Time",-6798,-14.644549763033176,22,1175730.66,46420,"Tuesday 1/3 Double Calendar [Delta based rail]",88,0,0.372,0.019,16.7,16.01,18.33,2.75,4.98,-15.4
"2025-12-01","14:30:00",6819.55,"26 Dec 3 6755 P STO 8.90 | 26 Dec 3 6880 C STO 4.80 | 26 Dec 5 6755 P BTO 18.30 | 26 Dec 5 6880 C BTO 13.35",-1805,6821.74,"2025-12-03","09:45:00",-1910,"Exited at Specified Time",2480.4,5.285318559556787,26,1182528.66,46930,"Monday 2/4 DC",124.8,124.8,0.433,0.15,17.05,16.79,-36.79,7.25,11.91,-2.49
"2025-12-01","13:00:00",6833.99,"16 Dec 1 6815 P STO 2.15 | 16 Dec 1 6770 P BTO 0.30",171,6823.03,"2025-12-01","14:25:00",470,"Stop Loss",-4864,-177.77777777777777,16,1195737.22,69264,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,40,7.167,12.714,16.77,17,-36.79,21.69,76.61,-183.63
"2025-11-28","11:15:00",6842.86,"14 Nov 28 6870 C STO 0.60 | 14 Nov 28 6870 P STO 28.00 | 14 Nov 28 6900 C BTO 0.10 | 14 Nov 28 6840 P BTO 6.60",2185,6849.09,"2025-11-28","13:00:00",2091,"Expired",1246,4.073226544622425,14,1200601.22,11410,"Mid Day Butterfly [PUTs + CALLs / no Mondays] ",70,0,4.269,213,16.84,16.21,9.91,20.34,6.86,-30.43
"2025-11-26","11:15:00",6816.31,"11 Nov 26 6840 C STO 1.55 | 11 Nov 26 6840 P STO 25.00 | 11 Nov 26 6870 C BTO 0.25 | 11 Nov 26 6810 P BTO 6.95",1930,6812.61,"2025-11-26","16:00:00",2739,"Expired",-8954,-42.17616580310881,11,1204324.18,11770,"Mid Day Butterfly [PUTs + CALLs / no Mondays] ",55,0,3.688,277.5,17.48,17.29,27.67,22.76,39.64,-41.92
"2025-11-26","10:35:00",6803,"8 Nov 26 6785 P BTO 6.55 | 8 Nov 26 6805 C BTO 11.10 | 8 Nov 26 6835 C STO 1.85 | 8 Nov 26 6750 P STO 2.15",-1375,6812.61,"2025-11-26","16:00:00",-761,"Expired",-4968.96,-45.17236363636364,8,1199355.22,11000,"OO RIC",56.96,0,0.227,0.013,17.68,17.29,27.67,9.45,69.09,-44.65
"2025-11-25","10:38:00",6708.82,"7 Nov 25 6690 P BTO 9.70 | 7 Nov 25 6710 C BTO 15.60 | 7 Nov 25 6740 C STO 3.80 | 7 Nov 25 6660 P STO 4.25",-1735,6765.88,"2025-11-25","16:00:00",-3000,"Expired",8805.16,72.50028818443803,7,1232619.38,12145,"OO RIC",49.84,0,0.318,0.467,20.07,18.61,-8.09,11.79,72.91,-10.66
"2025-11-25","09:35:00",6709.61,"37 Nov 26 6655 P STO 12.20 | 37 Nov 26 6775 C STO 4.60 | 37 Nov 28 6655 P BTO 19.05 | 37 Nov 28 6775 C BTO 10.80",-1310,6808.98,"2025-11-26","09:50:00",-910,"Below Delta",-14948,-30.839694656488547,37,1213278.18,48470,"Tuesday 1/3 Double Calendar [Delta based rail]",148,0,0.563,0.809,20.08,17.68,-8.09,12.58,1.15,-29.77
"2025-11-24","14:30:00",6703.83,"42 Nov 26 6620 P STO 11.70 | 42 Nov 26 6780 C STO 5.10 | 42 Nov 28 6620 P BTO 17.80 | 42 Nov 28 6780 C BTO 10.40",-1150,6795.8,"2025-11-26","09:32:00",-1055,"Below Delta",-4393.2,-9.095652173913043,42,1228226.18,48300,"Monday 2/4 DC",201.6,201.6,0.596,0.7,20.7,17.87,33.55,67.29,4.78,-13.48
"2025-11-24","13:00:00",6705.61,"16 Nov 24 6680 P STO 2.70 | 16 Nov 24 6635 P BTO 0.90",166,6705.12,"2025-11-24","16:00:00",0,"Expired",2616,98.49397590361446,16,1216899.82,69344,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,0,3,1,20.9,20.63,33.55,69.07,100,-23.49
"2025-11-24","10:30:00",6669.4,"5 Nov 24 6655 P BTO 13.10 | 5 Nov 24 6670 C BTO 18.30 | 5 Nov 24 6705 C STO 4.60 | 5 Nov 24 6620 P STO 5.80",-2110,6705.12,"2025-11-24","16:00:00",-3500,"Expired",6914.4,65.53933649289098,5,1223814.22,10550,"OO RIC",35.6,0,0.331,0.04,21.31,20.63,33.55,32.86,65.88,-5.21
"2025-11-21","14:30:00",6657.3,"16 Nov 21 6620 P STO 2.40 | 16 Nov 21 6575 P BTO 0.75",151,6637.69,"2025-11-21","14:47:00",415,"Stop Loss",-4304,-178.1456953642384,16,1217524.42,69584,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,40,3.2,4.4,22.56,23.25,17.01,101.53,0,-181.46
"2025-11-21","11:39:00",6585.96,"5 Nov 21 6570 P BTO 18.20 | 5 Nov 21 6585 C BTO 24.85 | 5 Nov 21 6620 C STO 10.10 | 5 Nov 21 6535 P STO 8.65",-2440,6602.99,"2025-11-21","16:00:00",-1799,"Expired",-3240.6,-26.562295081967214,5,1214283.82,12200,"OO RIC",35.6,0,0.436,0.005,24.95,23.63,17.01,30.19,38.73,-45.9
"2025-11-20","14:30:00",6584.65,"16 Nov 20 6530 P STO 2.55 | 16 Nov 20 6485 P BTO 0.60",181,6534.05,"2025-11-20","15:50:00",495,"Stop Loss",-5104,-176.24309392265195,16,1218170.92,69104,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,40,4.25,15.429,25.57,27.1,95.77,-153.28,86.19,-198.34
"2025-11-20","11:30:00",6693.74,"19 Nov 20 6760 C STO 2.45 | 19 Nov 20 6800 C BTO 0.40",195,6538.76,"2025-11-20","16:00:00",0,"Expired",3657.5,98.71794871794873,19,1221828.42,72295,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",47.5,0,6.125,1,21.84,26.53,95.77,-44.19,100,-15.38
"2025-11-19","13:00:00",6628.99,"16 Nov 19 6580 P STO 2.30 | 16 Nov 19 6535 P BTO 0.40",176,6642.16,"2025-11-19","16:00:00",0,"Expired",2776,98.57954545454545,16,1223274.92,69184,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,0,5.75,1,23.93,23.56,8.52,3.15,100,-27.84
"2025-11-19","10:30:00",6679.08,"7 Nov 19 6660 P BTO 9.85 | 7 Nov 19 6680 C BTO 15.55 | 7 Nov 19 6710 C STO 4.05 | 7 Nov 19 6630 P STO 4.25",-1720,6642.16,"2025-11-19","16:00:00",-1784,"Expired",398.16,3.3069767441860467,7,1220498.92,12040,"OO RIC",49.84,0,0.327,0.006,22.37,23.56,8.52,53.24,60.17,-58.72
"2025-11-18","13:00:00",6653.36,"16 Nov 18 6595 P STO 2.45 | 16 Nov 18 6550 P BTO 0.50",181,6617.32,"2025-11-18","16:00:00",0,"Expired",2856,98.61878453038673,16,1206019.16,69104,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,0,4.9,1,23.37,24.29,-31.22,12.17,100,-18.78
"2025-11-18","09:35:00",6644.6,"11 Nov 19 6570 P STO 16.85 | 11 Nov 19 6740 C STO 6.50 | 11 Nov 21 6570 P BTO 40.50 | 11 Nov 21 6740 C BTO 25.55",-4275,6613.94,"2025-11-19","14:30:00",-4865,"Exited at Specified Time",6446,13.707602339181287,11,1220100.76,47025,"Tuesday 1/3 Double Calendar [Delta based rail]",44,0,0.354,0.024,23.73,24.21,-31.22,3.41,14.85,-11.7
"2025-11-17","14:30:00",6674.78,"14 Nov 19 6575 P STO 13.50 | 14 Nov 19 6770 C STO 7.10 | 14 Nov 21 6575 P BTO 31.40 | 14 Nov 21 6770 C BTO 23.40",-3430,6647.14,"2025-11-19","09:45:00",-3985,"Exited at Specified Time",7635.6,15.900874635568513,14,1213654.76,48020,"Monday 2/4 DC",67.2,67.2,0.376,0.097,22.19,23.38,-20.5,-38.83,24.49,-1.17
"2025-11-14","14:30:00",6757.52,"16 Nov 14 6735 P STO 2.60 | 16 Nov 14 6690 P BTO 0.40",206,6741.79,"2025-11-14","15:23:00",565,"Stop Loss",-5824,-176.6990291262136,16,1203163.16,68704,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,40,6.5,33.667,20.11,20.23,-65.35,85.38,83.01,-174.27
"2025-11-13","14:30:00",6754.39,"17 Nov 13 6730 P STO 2.70 | 17 Nov 13 6685 P BTO 0.25",231,6741.42,"2025-11-13","14:42:00",630,"Stop Loss",-6868,-174.8917748917749,17,1205234.66,72573,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",42.5,42.5,10.8,11.667,20.52,20.78,-24.45,-72.08,0,-172.73
"2025-11-13","11:30:00",6776.25,"19 Nov 13 6825 C STO 2.60 | 19 Nov 13 6865 C BTO 0.50",200,6737.49,"2025-11-13","16:00:00",0,"Expired",3752.5,98.75,19,1208987.16,72200,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",47.5,0,5.2,1,19.07,20.49,-24.45,-50.22,100,-22.5
"2025-11-12","13:00:00",6856.11,"16 Nov 12 6830 P STO 2.45 | 16 Nov 12 6785 P BTO 0.35",196,6850.92,"2025-11-12","16:00:00",0,"Expired",3096,98.72448979591837,16,1212102.66,68864,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,0,7,1,17.59,17.5,21.16,-11.66,100,-40.31
"2025-11-12","11:30:00",6843.78,"18 Nov 12 6875 C STO 2.40 | 18 Nov 12 6915 C BTO 0.20",210,6850.92,"2025-11-12","16:00:00",0,"Expired",3735,98.80952380952381,18,1209006.66,68220,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",45,0,12,1,17.76,17.5,21.16,-23.99,100,-42.86
"2025-11-11","14:30:00",6851.13,"16 Nov 11 6845 P STO 2.70 | 16 Nov 11 6800 P BTO 0.25",231,6843.81,"2025-11-11","15:59:00",215,"Above Delta",176,4.761904761904762,16,1194859.66,68304,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,40,10.8,43,17.39,17.35,-16.79,35.49,97.84,-36.36
"2025-11-11","13:00:00",6840.27,"16 Nov 11 6825 P STO 2.25 | 16 Nov 11 6780 P BTO 0.35",176,6846.61,"2025-11-11","16:00:00",0,"Expired",2776,98.57954545454545,16,1197635.66,69184,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,0,6.429,1,17.61,17.26,-16.79,24.63,100,0
"2025-11-11","09:35:00",6820.23,"21 Nov 12 6780 P STO 9.95 | 21 Nov 12 6875 C STO 3.65 | 21 Nov 14 6780 P BTO 22.20 | 21 Nov 14 6875 C BTO 13.90",-2255,6847.09,"2025-11-12","14:30:00",-2515,"Exited at Specified Time",5376,11.352549889135254,21,1205271.66,47355,"Tuesday 1/3 Double Calendar [Delta based rail]",84,0,0.377,0.019,17.68,17.56,-16.79,4.59,18.85,-10.42
"2025-11-10","14:30:00",6827.56,"25 Nov 12 6765 P STO 9.00 | 25 Nov 12 6890 C STO 4.20 | 25 Nov 14 6765 P BTO 18.80 | 25 Nov 14 6890 C BTO 12.95",-1865,6861.58,"2025-11-12","09:45:00",-1965,"Exited at Specified Time",2260,4.847184986595175,25,1199895.66,46625,"Monday 2/4 DC",120,120,0.416,0.141,17.7,17.41,56.56,42.2,10.46,-10.46
"2025-11-10","14:30:00",6827.56,"16 Nov 10 6820 P STO 2.35 | 16 Nov 10 6775 P BTO 0.30",191,6832.43,"2025-11-10","16:00:00",0,"Expired",3016,98.69109947643979,16,1184700.62,68944,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,0,7.833,1,17.7,17.72,56.56,42.2,100,-23.04
"2025-11-10","13:00:00",6814.07,"16 Nov 10 6795 P STO 2.40 | 16 Nov 10 6750 P BTO 0.45",181,6832.43,"2025-11-10","16:00:00",0,"Expired",2856,98.61878453038673,16,1187556.62,69104,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,0,5.333,1,17.78,17.72,56.56,28.71,100,0
"2025-11-10","11:30:00",6775.91,"18 Nov 10 6805 C STO 2.25 | 18 Nov 10 6845 C BTO 0.25",190,6794.44,"2025-11-10","12:05:00",452,"Stop Loss",-4806,-140.52631578947367,18,1181684.62,68580,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",45,45,9,17.333,18.51,18,56.56,-9.45,13.16,-171.05
"2025-11-10","10:30:00",6808.95,"8 Nov 10 6790 P BTO 5.90 | 8 Nov 10 6810 C BTO 10.45 | 8 Nov 10 6845 C STO 0.80 | 8 Nov 10 6760 P STO 2.20",-1345,6832.43,"2025-11-10","16:00:00",-2243,"Expired",7127.04,66.2364312267658,8,1194683.66,10760,"OO RIC",56.96,0,0.183,0.004,17.95,17.72,56.56,23.59,115.99,-40.15
"2025-11-07","14:30:00",6684.45,"16 Nov 7 6665 P STO 2.75 | 16 Nov 7 6620 P BTO 0.25",236,6728.8,"2025-11-07","16:00:00",0,"Expired",3736,98.9406779661017,16,1186490.62,68224,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,0,11,1,20.59,19.22,-24.14,-11.73,100,0
"2025-11-07","13:00:00",6659.25,"16 Nov 7 6620 P STO 2.65 | 16 Nov 7 6575 P BTO 0.50",201,6728.8,"2025-11-07","16:00:00",0,"Expired",3176,98.75621890547264,16,1182754.62,68784,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,0,5.3,1,21.84,19.22,-24.14,-36.93,100,-9.45
"2025-11-07","11:30:00",6647.6,"18 Nov 7 6700 C STO 2.55 | 18 Nov 7 6740 C BTO 0.50",195,6690.48,"2025-11-07","14:31:00",462,"Stop Loss",-4896,-139.48717948717947,18,1179578.62,68490,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",45,45,5.1,14.143,22.04,20.47,-24.14,-48.58,66.67,-148.72
"2025-11-06","14:30:00",6754.81,"16 Nov 6 6740 P STO 2.90 | 16 Nov 6 6695 P BTO 0.20",256,6746.01,"2025-11-06","14:44:00",700,"Stop Loss",-7184,-175.390625,16,1180469.62,67904,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,40,14.5,14.125,18.91,19.08,-8.7,-32.78,14.06,-171.48
"2025-11-06","13:00:00",6731.84,"16 Nov 6 6695 P STO 2.55 | 16 Nov 6 6650 P BTO 0.50",191,6713.92,"2025-11-06","13:07:00",525,"Stop Loss",-5424,-177.4869109947644,16,1187653.62,68944,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,40,5.1,5.826,19.47,20,-8.7,-55.75,10.99,-206.28
"2025-11-06","11:30:00",6734.21,"18 Nov 6 6775 C STO 2.80 | 18 Nov 6 6815 C BTO 0.45",225,6720.32,"2025-11-06","16:00:00",0,"Expired",4005,98.88888888888889,18,1184474.62,67950,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",45,0,6.222,1,19.64,19.69,-8.7,-53.38,100,0
"2025-11-05","13:00:00",6823.38,"16 Nov 5 6805 P STO 2.55 | 16 Nov 5 6760 P BTO 0.50",191,6804.6,"2025-11-05","15:57:00",115,"Above Delta",1136,37.17277486910995,16,1193077.62,68944,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,40,5.1,23,17.5,17.66,-1.78,53.61,92.15,-12.57
"2025-11-04","14:30:00",6783.38,"16 Nov 4 6770 P STO 2.45 | 16 Nov 4 6725 P BTO 0.20",211,6770.22,"2025-11-04","14:39:00",575,"Stop Loss",-5904,-174.8815165876777,16,1201736.62,68624,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,40,12.25,16.222,18.52,18.87,-63.45,-5.14,0,-255.45
"2025-11-04","09:35:00",6768.79,"20 Nov 5 6710 P STO 14.60 | 20 Nov 5 6845 C STO 5.80 | 20 Nov 7 6710 P BTO 26.75 | 20 Nov 7 6845 C BTO 16.75",-2315,6823.3,"2025-11-05","14:30:00",-2060,"Exited at Specified Time",-5180,-11.187904967602593,20,1191941.62,46300,"Tuesday 1/3 Double Calendar [Delta based rail]",80,0,0.469,0.017,19.37,17.43,-63.45,-19.73,4.54,-15.98
"2025-11-03","14:30:00",6853.71,"25 Nov 5 6790 P STO 8.70 | 25 Nov 5 6915 C STO 4.00 | 25 Nov 7 6790 P BTO 17.85 | 25 Nov 7 6915 C BTO 13.30",-1855,6765.65,"2025-11-05","09:45:00",-1680,"Exited at Specified Time",-4615,-9.951482479784367,25,1197121.62,46375,"Monday 2/4 DC",120,120,0.408,0.656,17.26,19.03,42.12,-28.61,2.16,-15.36
"2025-11-03","13:00:00",6859.98,"16 Nov 3 6840 P STO 2.30 | 16 Nov 3 6795 P BTO 0.40",176,6851.97,"2025-11-03","16:00:00",0,"Expired",2776,98.57954545454545,16,1207640.62,69184,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,0,5.75,1,17.3,17.2,42.12,-22.34,100,-59.09
"2025-10-31","14:30:00",6844.75,"16 Oct 31 6825 P STO 2.60 | 16 Oct 31 6780 P BTO 0.40",206,6840.2,"2025-10-31","16:00:00",0,"Expired",3256,98.7864077669903,16,1201219.62,68704,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,0,6.5,1,17.55,17.32,56.83,-34.42,100,-26.21
"2025-10-31","12:00:00",6843.36,"18 Oct 31 6875 C STO 2.30 | 18 Oct 31 6915 C BTO 0.15",205,6840.2,"2025-10-31","16:00:00",0,"Expired",3645,98.78048780487805,18,1204864.62,68310,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",45,0,15.333,1,17.64,17.32,56.83,-35.81,100,-73.17
"2025-10-30","13:00:00",6866.91,"16 Oct 30 6835 P STO 2.75 | 16 Oct 30 6790 P BTO 0.45",216,6839.91,"2025-10-30","15:07:00",590,"Stop Loss",-6064,-175.46296296296296,16,1199638.46,68544,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,40,6.111,23.4,16.4,16.92,-30.09,6.41,53.7,-193.98
"2025-10-30","11:15:00",6875.36,"11 Oct 30 6900 C STO 3.70 | 11 Oct 30 6900 P STO 28.50 | 11 Oct 30 6930 C BTO 0.50 | 11 Oct 30 6870 P BTO 11.70",1995,6822.34,"2025-10-30","16:00:00",3000,"Expired",-11110,-50.6265664160401,11,1197963.62,11055,"Mid Day Butterfly [PUTs + CALLs / no Mondays] ",55,0,2.639,1.591,16.58,17.36,-30.09,14.86,1.75,-52.38
"2025-10-30","11:14:00",6874.42,"7 Oct 30 6855 P BTO 7.45 | 7 Oct 30 6875 C BTO 13.70 | 7 Oct 30 6910 C STO 1.90 | 7 Oct 30 6825 P STO 2.90",-1645,6822.34,"2025-10-30","16:00:00",-3000,"Expired",9435.16,81.93799392097264,7,1209073.62,11515,"OO RIC",49.84,0,0.227,0.077,16.61,17.36,-30.09,13.92,82.37,-61.7
"2025-10-29","13:00:00",6908.61,"16 Oct 29 6845 P STO 2.60 | 16 Oct 29 6800 P BTO 0.70",176,6879.78,"2025-10-29","14:36:00",485,"Stop Loss",-5024,-178.4090909090909,16,1202237.46,69184,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,40,3.714,3.771,16.7,17.2,20.06,-2.34,26.14,-221.02
"2025-10-29","11:32:00",6904.64,"18 Oct 29 6950 C STO 2.55 | 18 Oct 29 6990 C BTO 0.50",195,6890.59,"2025-10-29","16:00:00",0,"Expired",3465,98.71794871794873,18,1205702.46,68490,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",45,0,5.1,1,16.62,17.04,20.06,-6.31,100,-30.77
"2025-10-28","14:30:00",6903.3,"16 Oct 28 6900 P STO 3.05 | 16 Oct 28 6855 P BTO 0.25",266,6897.87,"2025-10-28","15:42:00",520,"Above Delta",-4144,-97.36842105263158,16,1176663.66,67744,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,40,12.2,35.333,16.3,16.54,22.58,5.56,77.44,-93.61
"2025-10-28","13:00:00",6891.12,"16 Oct 28 6880 P STO 2.45 | 16 Oct 28 6835 P BTO 0.50",181,6890.89,"2025-10-28","16:00:00",0,"Expired",2856,98.61878453038673,16,1179519.66,69104,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",40,0,4.9,1,16.06,16.41,22.58,-6.62,100,0
