"Strategy","Date Opened","Time Opened","Opening Price","Legs","Initial Premium","No. of Contracts","P/L","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close"
"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL]","2026-01-29","14:30:14.753277",6943.98,"1 Jan 29 6885 P BTO 0.12",-0.12,1,11.215,6935.7,"2026-01-29","14:31:01.38801",0.25,"OTO"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-29","13:00:07.7139742",6911.4,"1 Jan 29 6990 C BTO 0.20",-0.2,1,-1.7850000000000001,6928.79,"2026-01-29","13:07:00.7600336",0.2,"OTO"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-29","13:00:07.7139742",6911.4,"1 Jan 29 6945 C STO 2.05",2.05,1,-206.78499999999997,6928.79,"2026-01-29","13:07:00.979717",-4.1,"Stop Loss"
"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]","2026-01-29","11:30:03.9383484",6902.46,"1 Jan 29 6945 C STO 2.62",2.62,1,-329.785,6928.81,"2026-01-29","12:15:01.4323916",-5.9,"Stop Loss"
"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]","2026-01-29","11:30:03.9383484",6902.46,"1 Jan 29 6985 C BTO 0.37",-0.37,1,-3.785000000000002,6928.81,"2026-01-29","12:15:00.7089516",0.35,"OTO"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-28","14:45:08.9009323",6970.21,"1 Jan 28 6995 C STO 1.77",1.77,1,175.825,6978.03,"2026-01-28","16:15:01.0758614",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-28","14:45:08.9009323",6970.21,"1 Jan 28 7040 C BTO 0.07",-0.07,1,-8.175,6978.03,"2026-01-28","16:15:01.2197977",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-28","14:30:08.7562564",6964.44,"1 Jan 28 7000 C STO 1.92",1.92,1,-199.785,6976.9,"2026-01-28","14:32:01.2584978",-3.9,"Stop Loss"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-28","14:30:08.7562564",6964.44,"1 Jan 28 7045 C BTO 0.07",-0.07,1,1.2149999999999999,6976.9,"2026-01-28","14:32:00.9776096",0.1,"OTO"
"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL]","2026-01-28","13:00:09.3743981",6971.71,"1 Jan 28 6920 P STO 2.36",2.36,1,234.825,6978.03,"2026-01-28","16:15:01.0217584",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL]","2026-01-28","13:00:09.3743981",6971.71,"1 Jan 28 6875 P BTO 0.61",-0.61,1,-62.175,6978.03,"2026-01-28","16:15:01.0639657",0,"Expired"
"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]","2026-01-28","11:31:04.8885262",6980.75,"1 Jan 28 7055 C BTO 0.17",-0.17,1,-18.175,6978.03,"2026-01-28","16:15:01.0603339",0,"Expired"
"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]","2026-01-28","11:31:04.8885262",6980.75,"1 Jan 28 7015 C STO 2.47",2.47,1,245.82500000000002,6978.03,"2026-01-28","16:15:01.024732",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL]","2026-01-27","14:30:48.9566812",6985.2,"1 Jan 27 6940 P BTO 0.17",-0.17,1,-18.175,6978.6,"2026-01-27","16:15:01.0877984",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL]","2026-01-27","14:30:48.9566812",6985.2,"1 Jan 27 6985 P STO 2.72",2.72,1,-329.785,6979.96,"2026-01-27","15:55:01.6537755",-6,"Stop Loss"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-27","13:00:30.7432201",6977.55,"1 Jan 27 7030 C BTO 0.07",-0.07,1,-3.7850000000000006,6984.22,"2026-01-27","13:34:00.6786775",0.05,"OTO"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-27","13:00:30.7432201",6977.55,"1 Jan 27 6985 C STO 1.92",1.92,1,-209.785,6984.22,"2026-01-27","13:34:01.0797808",-4,"Stop Loss"
"Mid Day IronFly [PUTs + CALLs]","2026-01-27","11:15:13.9470161",6986.02,"1 Jan 27 7010 C STO 0.36 | 1 Jan 27 7010 P STO 24.96 | 1 Jan 27 7040 C BTO 0.07 | 1 Jan 27 6980 P BTO 4.55",20.7,1,-934.7000000000002,6978.6,"2026-01-27","16:15:00.719816",-30,"Expired"
"OO RIC","2026-01-27","10:33:48.8435022",6974.28,"1 Jan 27 6955 P BTO 3.07 | 1 Jan 27 6975 C BTO 7.60 | 1 Jan 27 7010 C STO 0.25 | 1 Jan 27 6920 P STO 1.02",-9.4,1,-584.7900000000001,6978.6,"2026-01-27","16:15:00.7184025",3.6,"Expired"
"Tuesday 1/3 Double Calendar [Delta based rail]","2026-01-27","09:35:09.4857866",6966.22,"1 Jan 28 6925 P STO 8.85 | 1 Jan 28 7010 C STO 3.40 | 1 Jan 30 6925 P BTO 23.85 | 1 Jan 30 7010 C BTO 18.00",-29.6,1,280.32999999999987,6964.44,"2026-01-28","14:30:08.7584811",32.5,"Exited at Specified Time"
"Monday 2/4 DC","2026-01-26","14:30:39.4520434",6961.77,"1 Jan 28 6900 P STO 7.75 | 1 Jan 28 7015 C STO 3.35 | 1 Jan 30 6900 P BTO 20.43 | 1 Jan 30 7015 C BTO 15.72",-25.05,1,295.33000000000004,7000.57,"2026-01-28","09:45:10.2625386",28.1,"Exited at Specified Time"
"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL]","2026-01-26","14:30:09.0974943",6961.77,"1 Jan 26 6915 P BTO 0.27",-0.27,1,-28.175,6950.23,"2026-01-26","16:15:01.2207685",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL]","2026-01-26","14:30:09.0974943",6961.77,"1 Jan 26 6960 P STO 3.02",3.02,1,-319.785,6953.33,"2026-01-26","15:55:01.3212294",-6.2,"Stop Loss"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-26","13:00:29.1777014",6956.11,"1 Jan 26 6965 C STO 1.45",1.45,1,-156.785,6961.03,"2026-01-26","13:29:01.7579028",-3,"Stop Loss"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-26","13:00:29.1777014",6956.11,"1 Jan 26 7010 C BTO 0.10",-0.1,1,-6.785,6961.03,"2026-01-26","13:29:01.4964965",0.05,"OTO"
"Mid Day IronFly [PUTs + CALLs]","2026-01-26","11:15:09.9432927",6951.81,"1 Jan 26 6975 C STO 0.68 | 1 Jan 26 6975 P STO 24.29 | 1 Jan 26 7005 C BTO 0.12 | 1 Jan 26 6945 P BTO 5.55",19.3,1,-551.6999999999999,6950.23,"2026-01-26","16:15:00.6204047",-24.77,"Expired"
"Friday 6/7 DC","2026-01-23","15:09:19.2893097",6912.26,"1 Jan 29 6830 P STO 18.89 | 1 Jan 29 6980 C STO 13.50 | 1 Jan 30 6830 P BTO 24.02 | 1 Jan 30 6980 C BTO 19.22",-10.85,1,265.24,6976.66,"2026-01-29","09:40:00.6863511",13.6,"Profit Target"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-23","14:45:23.5350031",6917.92,"1 Jan 23 6925 C STO 1.83",1.83,1,181.825,6915.61,"2026-01-23","16:15:00.9260753",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-23","14:45:23.5350031",6917.92,"1 Jan 23 6970 C BTO 0.03",-0.03,1,-4.175,6915.61,"2026-01-23","16:15:00.6762381",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL]","2026-01-23","14:30:08.8705634",6919.08,"1 Jan 23 6865 P BTO 0.27",-0.27,1,-8.785,6911.26,"2026-01-23","15:12:00.5670165",0.2,"OTO"
"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL]","2026-01-23","14:30:08.8705634",6919.08,"1 Jan 23 6910 P STO 2.82",2.82,1,-319.785,6911.26,"2026-01-23","15:12:01.0344535",-6,"Stop Loss"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-23","13:00:08.7954584",6903.01,"1 Jan 23 6925 C STO 1.62",1.62,1,-179.78499999999997,6919.69,"2026-01-23","14:07:01.4872045",-3.4,"Stop Loss"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-23","13:00:08.7954584",6903.01,"1 Jan 23 6970 C BTO 0.07",-0.07,1,-3.7850000000000006,6919.69,"2026-01-23","14:07:01.2428656",0.05,"OTO"
"Mid Day IronFly [PUTs + CALLs]","2026-01-23","11:15:09.2158848",6929.15,"1 Jan 23 6955 C STO 0.97 | 1 Jan 23 6955 P STO 27.05 | 1 Jan 23 6985 C BTO 0.17 | 1 Jan 23 6925 P BTO 7.00",20.85,1,-919.6999999999999,6915.61,"2026-01-23","16:15:00.481355",-30,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-22","14:45:20.1782178",6921.01,"1 Jan 22 6975 C BTO 0.07",-0.07,1,-8.175,6913.35,"2026-01-22","16:15:00.8457068",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-22","14:45:20.1782178",6921.01,"1 Jan 22 6930 C STO 1.37",1.37,1,135.825,6913.35,"2026-01-22","16:15:00.8287823",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-22","14:30:31.1138189",6930.14,"1 Jan 22 6880 P BTO 0.20",-0.2,1,-21.175,6913.35,"2026-01-22","16:15:00.8953524",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-22","14:30:31.1138189",6930.14,"1 Jan 22 6925 P STO 2.45",2.45,1,-267.3949999999999,6924.54,"2026-01-22","14:39:09.8422551",-5.1,"Above Delta"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-22","13:00:09.4715209",6933.51,"1 Jan 22 6875 P BTO 0.47",-0.47,1,-48.175,6913.35,"2026-01-22","16:15:00.9967792",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-22","13:00:09.4715209",6933.51,"1 Jan 22 6920 P STO 2.62",2.62,1,-260.395,6919.39,"2026-01-22","14:46:09.5641054",-5.2,"Above Delta"
"OO RIC","2026-01-22","10:46:24.4672946",6916.82,"1 Jan 22 6900 P BTO 6.07 | 1 Jan 22 6915 C BTO 12.70 | 1 Jan 22 6950 C STO 1.30 | 1 Jan 22 6865 P STO 1.57",-15.9,1,-1594.88,6913.35,"2026-01-22","16:15:00.6007008",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-21","14:31:09.147362",6876.23,"1 Jan 21 6805 P BTO 0.22",-0.22,1,-23.175,6875.62,"2026-01-21","16:15:02.2049375",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-21","14:31:09.147362",6876.23,"1 Jan 21 6850 P STO 2.42",2.42,1,240.825,6875.62,"2026-01-21","16:15:02.1739422",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-21","13:00:08.9182298",6829.45,"1 Jan 21 6755 P BTO 0.45",-0.45,1,58.215,6813.3,"2026-01-21","13:03:02.117262",1.05,"OTO"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-21","13:00:08.9182298",6829.45,"1 Jan 21 6800 P STO 2.75",2.75,1,-466.7850000000001,6813.3,"2026-01-21","13:03:02.5459461",-7.4,"Stop Loss"
"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]","2026-01-21","12:13:11.1526551",6810.08,"1 Jan 21 6845 C STO 2.27",2.27,1,-294.785,6831.97,"2026-01-21","12:59:04.0511692",-5.2,"Stop Loss"
"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]","2026-01-21","12:13:11.1526551",6810.08,"1 Jan 21 6885 C BTO 0.12",-0.12,1,11.215,6831.97,"2026-01-21","12:59:01.5019584",0.25,"OTO"
"OO RIC","2026-01-21","10:30:39.4207399",6853.41,"1 Jan 21 6835 P BTO 6.54 | 1 Jan 21 6855 C BTO 12.70 | 1 Jan 21 6890 C STO 1.17 | 1 Jan 21 6800 P STO 2.02",-16.05,1,452.12,6875.62,"2026-01-21","16:15:01.9723801",20.62,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-20","14:45:18.4501957",6801.71,"1 Jan 20 6865 C BTO 0.17",-0.17,1,-18.175,6796.86,"2026-01-20","16:15:01.7436444",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-20","14:45:18.4501957",6801.71,"1 Jan 20 6820 C STO 2.12",2.12,1,210.825,6796.86,"2026-01-20","16:15:01.8146318",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-20","14:30:28.8107627",6803.45,"1 Jan 20 6830 C STO 1.42",1.42,1,140.825,6796.86,"2026-01-20","16:15:01.9714552",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-20","14:30:28.8107627",6803.45,"1 Jan 20 6875 C BTO 0.22",-0.22,1,-23.175,6796.86,"2026-01-20","16:15:01.7679753",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-20","13:00:09.5516729",6834.24,"1 Jan 20 6870 C STO 1.82",1.82,1,180.825,6796.86,"2026-01-20","16:15:01.7805564",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-20","13:00:09.5516729",6834.24,"1 Jan 20 6915 C BTO 0.17",-0.17,1,-18.175,6796.86,"2026-01-20","16:15:01.7772712",0,"Expired"
"Tuesday 1/3 Double Calendar [Delta based rail]","2026-01-20","09:35:20.0898512",6849.5,"1 Jan 21 6785 P STO 14.35 | 1 Jan 21 6930 C STO 6.00 | 1 Jan 23 6785 P BTO 27.35 | 1 Jan 23 6930 C BTO 16.25",-23.25,1,-1064.67,6867.66,"2026-01-21","14:30:58.6488424",12.7,"Exited at Specified Time"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-16","14:30:09.2004806",6944.75,"1 Jan 16 7000 C BTO 0.05",-0.05,1,-1.7850000000000001,6951.95,"2026-01-16","14:59:01.4574915",0.05,"OTO"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-16","14:30:09.2004806",6944.75,"1 Jan 16 6955 C STO 1.40",1.4,1,-161.785,6950.71,"2026-01-16","14:39:02.5349106",-3,"Stop Loss"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-16","13:00:09.1648525",6942.85,"1 Jan 16 6960 C STO 1.55",1.55,1,-176.78499999999997,6953.77,"2026-01-16","13:19:02.3980717",-3.3,"Stop Loss"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-16","13:00:09.1648525",6942.85,"1 Jan 16 7005 C BTO 0.05",-0.05,1,-1.7850000000000001,6953.77,"2026-01-16","13:19:01.6454279",0.05,"OTO"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-15","14:45:24.0809331",6958.93,"1 Jan 15 6970 C STO 1.40",1.4,1,138.825,6944.47,"2026-01-15","16:15:02.3081804",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-15","14:45:24.0809331",6958.93,"1 Jan 15 7015 C BTO 0.05",-0.05,1,-6.175,6944.47,"2026-01-15","16:15:02.2952235",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-15","14:33:08.7754381",6953.92,"1 Jan 15 6970 C STO 1.38",1.38,1,136.825,6944.47,"2026-01-15","16:15:02.3776198",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-15","14:33:08.7754381",6953.92,"1 Jan 15 7015 C BTO 0.03",-0.03,1,-4.175,6944.47,"2026-01-15","16:15:02.3596784",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-15","13:00:09.2458086",6964.5,"1 Jan 15 6980 C STO 1.43",1.43,1,-168.78500000000003,6974.47,"2026-01-15","13:32:04.4048562",-3.1,"Stop Loss"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-15","13:00:09.2458086",6964.5,"1 Jan 15 7025 C BTO 0.03",-0.03,1,0.2150000000000003,6975.52,"2026-01-15","13:35:01.6812778",0.05,"OTO"
"OO RIC","2026-01-15","10:31:29.729158",6967.12,"1 Jan 15 6950 P BTO 4.66 | 1 Jan 15 6965 C BTO 11.19 | 1 Jan 15 7000 C STO 0.55 | 1 Jan 15 6915 P STO 1.15",-14.15,1,-866.7900000000001,6944.47,"2026-01-15","16:15:02.0347468",5.53,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-14","14:30:34.7686593",6905.32,"1 Jan 14 6895 P STO 1.87",1.87,1,185.825,6926.6,"2026-01-14","16:15:02.5888398",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-14","14:30:34.7686593",6905.32,"1 Jan 14 6850 P BTO 0.12",-0.12,1,-13.175,6926.6,"2026-01-14","16:15:02.40572",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-14","13:00:09.4213995",6890.6,"1 Jan 14 6960 C BTO 0.12",-0.12,1,-3.7849999999999993,6903.47,"2026-01-14","13:53:02.1922188",0.1,"OTO"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-14","13:00:09.4213995",6890.6,"1 Jan 14 6915 C STO 1.52",1.52,1,-159.785,6903.47,"2026-01-14","13:53:02.7347785",-3.1,"Stop Loss"
"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]","2026-01-14","11:43:05.5453668",6901.66,"1 Jan 14 6925 C STO 2.65 | 1 Jan 14 6965 C BTO 0.20",2.45,1,-29.7,6907.71,"2026-01-14","15:06:23.6958494",-2.7,"Stop Loss"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-13","14:30:10.5062052",6955.1,"1 Jan 13 6960 C STO 2.57",2.57,1,-118.17500000000004,6963.74,"2026-01-13","16:15:03.1470656",-3.74,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-13","14:30:10.5062052",6955.1,"1 Jan 13 7005 C BTO 0.07",-0.07,1,-8.175,6963.74,"2026-01-13","16:15:03.1779054",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-13","13:00:24.8465691",6954.24,"1 Jan 13 7015 C BTO 0.07",-0.07,1,-8.175,6963.74,"2026-01-13","16:15:03.1366902",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-13","13:00:24.8465691",6954.24,"1 Jan 13 6970 C STO 1.92",1.92,1,190.825,6963.74,"2026-01-13","16:15:03.2145506",0,"Expired"
"Tuesday 1/3 Double Calendar [Delta based rail]","2026-01-13","09:35:10.9254475",6983.38,"1 Jan 14 6950 P STO 9.04 | 1 Jan 14 7030 C STO 2.92 | 1 Jan 16 6950 P BTO 18.34 | 1 Jan 16 7030 C BTO 11.62",-18,1,-369.66999999999996,6926.98,"2026-01-14","09:32:59.7494188",14.4,"Above Delta"
"Monday 2/4 DC","2026-01-12","14:30:50.6228044",6978.89,"1 Jan 14 6925 P STO 7.80 | 1 Jan 14 7030 C STO 4.30 | 1 Jan 16 6925 P BTO 15.58 | 1 Jan 16 7030 C BTO 12.57",-16.05,1,65.33,6920.19,"2026-01-14","09:45:08.9722555",16.8,"Exited at Specified Time"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-12","14:30:40.8258931",6978.89,"1 Jan 12 6975 P STO 1.62",1.62,1,160.825,6977.27,"2026-01-12","16:15:01.9005963",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-12","14:30:40.8258931",6978.89,"1 Jan 12 6930 P BTO 0.12",-0.12,1,-13.175,6977.27,"2026-01-12","16:15:01.899193",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-12","13:03:08.8064424",6974.17,"1 Jan 12 6925 P BTO 0.37",-0.37,1,-38.175,6977.27,"2026-01-12","16:15:01.8848308",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-12","13:03:08.8064424",6974.17,"1 Jan 12 6970 P STO 3.07",3.07,1,305.825,6977.27,"2026-01-12","16:15:01.8958814",0,"Expired"
"Mid Day IronFly [PUTs + CALLs]","2026-01-12","11:15:09.462126",6970.64,"1 Jan 12 6995 C STO 0.46 | 1 Jan 12 6995 P STO 26.16 | 1 Jan 12 7025 C BTO 0.07 | 1 Jan 12 6965 P BTO 5.15",21.4,1,362.29999999999984,6977.27,"2026-01-12","16:15:01.6678645",-17.73,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-09","14:30:33.9927214",6974.07,"1 Jan 9 6925 P BTO 0.12",-0.12,1,-13.175,6966.28,"2026-01-09","16:15:01.6916479",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-09","14:30:33.9927214",6974.07,"1 Jan 9 6970 P STO 1.97",1.97,1,84.60499999999999,6968.76,"2026-01-09","15:56:10.1823196",-1.1,"Above Delta"
"Mid Day IronFly [PUTs + CALLs]","2026-01-09","11:15:24.2473381",6960.62,"1 Jan 9 6985 C STO 1.11 | 1 Jan 9 6985 P STO 25.93 | 1 Jan 9 7015 C BTO 0.12 | 1 Jan 9 6955 P BTO 7.22",19.7,1,93.21000000000004,6966.28,"2026-01-09","16:15:01.4081517",-18.72,"Expired"
"OO RIC","2026-01-09","10:30:13.6327584",6957.03,"1 Jan 9 6940 P BTO 5.36 | 1 Jan 9 6955 C BTO 11.63 | 1 Jan 9 6990 C STO 0.92 | 1 Jan 9 6905 P STO 1.42",-14.65,1,-341.8800000000001,6966.28,"2026-01-09","16:15:01.4081336",11.28,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-08","14:45:13.9890254",6912.83,"1 Jan 8 6965 C BTO 0.03",-0.03,1,-4.175,6921.46,"2026-01-08","16:15:02.672559",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-08","14:45:13.9890254",6912.83,"1 Jan 8 6920 C STO 1.88",1.88,1,-203.785,6920.47,"2026-01-08","15:28:02.3667378",-3.9,"Stop Loss"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-08","14:30:09.3317173",6915.15,"1 Jan 8 6970 C BTO 0.03",-0.03,1,-4.175,6921.46,"2026-01-08","16:15:02.6925376",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-08","14:30:09.3317173",6915.15,"1 Jan 8 6925 C STO 1.43",1.43,1,-153.78500000000003,6922.93,"2026-01-08","15:31:02.6013304",-2.95,"Stop Loss"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-08","13:00:09.353838",6926.34,"1 Jan 8 6865 P BTO 0.32",-0.32,1,26.214999999999996,6915.59,"2026-01-08","13:16:02.7497371",0.6,"OTO"
